b (mm),h (mm),r0 (mm),t (mm),R (%),fy (MPa),fc (MPa),L (mm),e1 (mm),e2 (mm),Nexp (kN),r0/h,b/t,Ac (mm^2),As (mm^2),Re (mm),te (mm),ke,xi,sigma_re (MPa),lambda,lambda_bar,e/h,e1/e2,e_bar,Npl (kN),psi,b/h,L/h,axial_flag,section_family
166.0,166.0,83.0,5.0,0.0,279.3,51.4,1990.0,100.0,0.0,477.0,0.5,33.2,19113.449704440303,3811.0179138602166,78.0,7.422975120310781,1.0,1.0834521327823619,26.57996091157438,49.3516389866217,0.600519114329933,0.6024096385542169,0.0,5.1047573158572925,2046.84861814939,0.23304117157001494,1.0,11.987951807228916,eccentric,circular
166.0,166.0,83.0,5.0,0.0,277.3,51.4,1990.0,100.0,0.0,515.0,0.5,33.2,19113.449704440303,3811.0179138602166,78.0,7.422975120310781,1.0,1.075693793127637,26.38962821618179,49.3516389866217,0.5993999677477955,0.6024096385542169,0.0,5.1047573158572925,2039.2265823216696,0.25254672750179136,1.0,11.987951807228916,eccentric,circular
166.0,166.0,83.0,5.0,0.0,285.2,34.8,2990.0,20.0,-20.0,1022.0,0.5,33.2,19113.449704440303,3811.0179138602166,78.0,7.422975120310781,1.0,1.6340757662890624,27.141442362982495,74.15145757286376,0.854552522701409,0.12048192771084337,-1.0,1.0209514631714585,1752.0503587474561,0.5833165667284984,1.0,18.012048192771083,eccentric,circular
166.0,166.0,83.0,5.0,0.0,289.1,34.8,2990.0,20.0,-20.0,1094.0,0.5,33.2,19113.449704440303,3811.0179138602166,78.0,7.422975120310781,1.0,1.6564211221394387,27.512591118998035,74.15145757286376,0.8581695321508301,0.12048192771084337,-1.0,1.0209514631714585,1766.9133286115114,0.6191588360815043,1.0,18.012048192771083,eccentric,circular
166.0,166.0,83.0,5.0,0.0,285.2,34.8,2240.0,40.0,-20.0,860.0,0.5,33.2,19113.449704440303,3811.0179138602166,78.0,7.422975120310781,1.0,1.6340757662890624,27.141442362982495,55.551593633182215,0.6401998832278115,0.24096385542168675,-2.0,2.041902926342917,1752.0503587474561,0.490853471023981,1.0,13.493975903614459,eccentric,circular
166.0,166.0,83.0,5.0,0.0,303.8,34.8,2240.0,40.0,-20.0,907.0,0.5,33.2,19113.449704440303,3811.0179138602166,78.0,7.422975120310781,1.0,1.7406459249600883,28.91153643013353,55.551593633182215,0.653022168335483,0.24096385542168675,-2.0,2.041902926342917,1822.9352919452563,0.49754920210697073,1.0,13.493975903614459,eccentric,circular
166.0,166.0,83.0,5.0,0.0,290.1,51.4,1330.0,20.0,-20.0,1460.0,0.5,33.2,19113.449704440303,3811.0179138602166,78.0,7.422975120310781,1.0,1.1253471669178776,27.60775746669433,32.98375871970194,0.40536717343115825,0.12048192771084337,-1.0,1.0209514631714585,2088.0076116190803,0.6992311674898007,1.0,8.012048192771084,eccentric,circular
166.0,166.0,83.0,5.0,0.0,290.1,51.4,1330.0,20.0,-20.0,1568.0,0.5,33.2,19113.449704440303,3811.0179138602166,78.0,7.422975120310781,1.0,1.1253471669178776,27.60775746669433,32.98375871970194,0.40536717343115825,0.12048192771084337,-1.0,1.0209514631714585,2088.0076116190803,0.7509551168657587,1.0,8.012048192771084,eccentric,circular
166.0,166.0,83.0,5.0,0.0,290.1,51.4,1330.0,100.0,-100.0,657.0,0.5,33.2,19113.449704440303,3811.0179138602166,78.0,7.422975120310781,1.0,1.1253471669178776,27.60775746669433,32.98375871970194,0.40536717343115825,0.6024096385542169,-1.0,5.1047573158572925,2088.0076116190803,0.3146540253704103,1.0,8.012048192771084,eccentric,circular
166.0,166.0,83.0,5.0,0.0,290.1,51.4,1990.0,60.0,-20.0,809.0,0.5,33.2,19113.449704440303,3811.0179138602166,78.0,7.422975120310781,1.0,1.1253471669178776,27.60775746669433,49.3516389866217,0.6065268234045149,0.3614457831325301,-3.0,3.062854389514375,2088.0076116190803,0.38745069486249917,1.0,11.987951807228916,eccentric,circular
166.0,166.0,83.0,5.0,0.0,290.1,51.4,1990.0,60.0,-20.0,882.0,0.5,33.2,19113.449704440303,3811.0179138602166,78.0,7.422975120310781,1.0,1.1253471669178776,27.60775746669433,49.3516389866217,0.6065268234045149,0.3614457831325301,-3.0,3.062854389514375,2088.0076116190803,0.4224122532369892,1.0,11.987951807228916,eccentric,circular
190.0,190.0,95.0,1.13,0.0,185.7,113.9,662.0,8.5,8.5,2438.0,0.5,168.141592920354,27682.385255581525,1031.7887569336401,93.87,1.733375786555058,1.0,0.06076807267285215,3.429081533645193,14.025359505972178,0.2461456718586737,0.04473684210526316,1.0,0.3624553849840489,3344.6268527733127,0.7289303432992676,1.0,3.4842105263157896,eccentric,circular
76.0,76.0,38.0,2.2,0.0,435.0,58.0,802.0,15.0,15.0,246.0,0.5,34.54545454545454,4026.390808546822,769.4510167631613,35.8,3.2712664955960165,0.9999999999999999,1.4332644048048826,39.74862920626444,43.40049270009418,0.6106675088001624,0.19736842105263158,1.0,1.6692271456151229,568.2418591876909,0.4329142530113149,1.0,10.552631578947368,eccentric,circular
76.0,76.0,38.0,2.2,0.0,435.0,58.0,1032.0,15.0,15.0,208.0,0.5,34.54545454545454,4026.390808546822,769.4510167631613,35.8,3.2712664955960165,0.9999999999999999,1.4332644048048826,39.74862920626444,55.847018038026434,0.7857965948650468,0.19736842105263158,1.0,1.6692271456151229,568.2418591876909,0.3660413196193232,1.0,13.578947368421053,eccentric,circular
76.0,76.0,38.0,2.2,0.0,435.0,58.0,1262.0,15.0,15.0,184.0,0.5,34.54545454545454,4026.390808546822,769.4510167631613,35.8,3.2712664955960165,0.9999999999999999,1.4332644048048826,39.74862920626444,68.29354337595868,0.9609256809299312,0.19736842105263158,1.0,1.6692271456151229,568.2418591876909,0.32380578274017047,1.0,16.605263157894736,eccentric,circular
76.0,76.0,38.0,2.2,0.0,435.0,58.0,1487.0,15.0,15.0,162.0,0.5,34.54545454545454,4026.390808546822,769.4510167631613,35.8,3.2712664955960165,0.9999999999999999,1.4332644048048826,39.74862920626444,80.46949207610979,1.132247612949927,0.19736842105263158,1.0,1.6692271456151229,568.2418591876909,0.28508987393428054,1.0,19.56578947368421,eccentric,circular
76.0,76.0,38.0,2.2,0.0,435.0,58.0,1717.0,15.0,15.0,141.0,0.5,34.54545454545454,4026.390808546822,769.4510167631613,35.8,3.2712664955960165,0.9999999999999999,1.4332644048048826,39.74862920626444,92.91601741404205,1.3073766990148115,0.19736842105263158,1.0,1.6692271456151229,568.2418591876909,0.24813377916502197,1.0,22.592105263157894,eccentric,circular
76.0,76.0,38.0,2.2,0.0,435.0,58.0,1947.0,15.0,15.0,121.0,0.5,34.54545454545454,4026.390808546822,769.4510167631613,35.8,3.2712664955960165,0.9999999999999999,1.4332644048048826,39.74862920626444,105.36254275197429,1.4825057850796959,0.19736842105263158,1.0,1.6692271456151229,568.2418591876909,0.21293749843239473,1.0,25.61842105263158,eccentric,circular
76.0,76.0,38.0,2.2,0.0,435.0,58.0,2172.0,15.0,15.0,107.0,0.5,34.54545454545454,4026.390808546822,769.4510167631613,35.8,3.2712664955960165,0.9999999999999999,1.4332644048048826,39.74862920626444,117.5384914521254,1.6538277170996916,0.19736842105263158,1.0,1.6692271456151229,568.2418591876909,0.18830010191955568,1.0,28.57894736842105,eccentric,circular
76.0,76.0,38.0,2.2,0.0,435.0,58.0,2402.0,15.0,15.0,96.0,0.5,34.54545454545454,4026.390808546822,769.4510167631613,35.8,3.2712664955960165,0.9999999999999999,1.4332644048048826,39.74862920626444,129.98501679005764,1.828956803164576,0.19736842105263158,1.0,1.6692271456151229,568.2418591876909,0.16894214751661069,1.0,31.605263157894736,eccentric,circular
101.7,101.7,50.85,2.4,0.0,410.0,58.0,1947.0,10.0,10.0,361.0,0.5,42.375,7374.582449018315,1134.8156387964807,48.45,3.5944573112727696,1.0,1.0877866882004192,30.417492210976995,78.37697849250883,1.100594297331593,0.09832841691248771,1.0,0.8240168418528406,893.0001939496193,0.4042552313492181,1.0,19.144542772861357,eccentric,circular
101.7,101.7,50.85,2.4,0.0,410.0,58.0,1947.0,15.0,15.0,309.0,0.5,42.375,7374.582449018315,1134.8156387964807,48.45,3.5944573112727696,1.0,1.0877866882004192,30.417492210976995,78.37697849250883,1.100594297331593,0.14749262536873156,1.0,1.236025262779261,893.0001939496193,0.34602456090556344,1.0,19.144542772861357,eccentric,circular
101.7,101.7,50.85,2.4,0.0,410.0,58.0,1947.0,20.0,20.0,275.0,0.5,42.375,7374.582449018315,1134.8156387964807,48.45,3.5944573112727696,1.0,1.0877866882004192,30.417492210976995,78.37697849250883,1.100594297331593,0.19665683382497542,1.0,1.6480336837056813,893.0001939496193,0.3079506610000969,1.0,19.144542772861357,eccentric,circular
101.7,101.7,50.85,2.4,0.0,410.0,58.0,1947.0,25.0,25.0,240.0,0.5,42.375,7374.582449018315,1134.8156387964807,48.45,3.5944573112727696,1.0,1.0877866882004192,30.417492210976995,78.37697849250883,1.100594297331593,0.24582104228121926,1.0,2.0600421046321014,893.0001939496193,0.2687569405091755,1.0,19.144542772861357,eccentric,circular
101.7,101.7,50.85,2.4,0.0,410.0,58.0,1947.0,30.0,30.0,220.0,0.5,42.375,7374.582449018315,1134.8156387964807,48.45,3.5944573112727696,1.0,1.0877866882004192,30.417492210976995,78.37697849250883,1.100594297331593,0.2949852507374631,1.0,2.472050525558522,893.0001939496193,0.24636052880007753,1.0,19.144542772861357,eccentric,circular
101.7,101.7,50.85,2.4,0.0,410.0,58.0,1947.0,40.0,40.0,188.0,0.5,42.375,7374.582449018315,1134.8156387964807,48.45,3.5944573112727696,1.0,1.0877866882004192,30.417492210976995,78.37697849250883,1.100594297331593,0.39331366764995085,1.0,3.2960673674113625,893.0001939496193,0.2105262700655208,1.0,19.144542772861357,eccentric,circular
101.7,101.7,50.85,2.4,0.0,410.0,58.0,1947.0,50.0,50.0,158.0,0.5,42.375,7374.582449018315,1134.8156387964807,48.45,3.5944573112727696,1.0,1.0877866882004192,30.417492210976995,78.37697849250883,1.100594297331593,0.4916420845624385,1.0,4.120084209264203,893.0001939496193,0.17693165250187387,1.0,19.144542772861357,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,50.0,50.0,157.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.49261083743842365,1.0,4.128540157463919,890.2802436044142,0.17634896553962073,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,50.0,30.0,183.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.49261083743842365,1.6666666666666667,4.128540157463919,890.2802436044142,0.2055532528264369,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,50.0,20.0,196.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.49261083743842365,2.5,4.128540157463919,890.2802436044142,0.220155396469845,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,50.0,10.0,215.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.49261083743842365,5.0,4.128540157463919,890.2802436044142,0.2414969910255953,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,50.0,0.0,237.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.49261083743842365,0.0,4.128540157463919,890.2802436044142,0.2662083110375167,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,50.0,-10.0,256.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.49261083743842365,-5.0,4.128540157463919,890.2802436044142,0.28754990559326693,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,50.0,-20.0,266.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.49261083743842365,-2.5,4.128540157463919,890.2802436044142,0.29878232378050396,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,50.0,-20.0,266.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.49261083743842365,-2.5,4.128540157463919,890.2802436044142,0.29878232378050396,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,40.0,30.0,197.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.39408866995073893,1.3333333333333333,3.3028321259711357,890.2802436044142,0.2212786382885687,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,40.0,10.0,243.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.39408866995073893,4.0,3.3028321259711357,890.2802436044142,0.27294776194985887,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,40.0,0.0,260.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.39408866995073893,0.0,3.3028321259711357,890.2802436044142,0.2920428728681618,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,40.0,-10.0,281.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.39408866995073893,-4.0,3.3028321259711357,890.2802436044142,0.3156309510613594,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,40.0,-20.0,331.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.39408866995073893,-2.0,3.3028321259711357,890.2802436044142,0.37179304199754437,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,30.0,20.0,244.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.2955665024630542,1.5,2.4771240944783517,890.2802436044142,0.27407100376858257,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,30.0,0.0,318.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.2955665024630542,0.0,2.4771240944783517,890.2802436044142,0.3571908983541363,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,30.0,-10.0,340.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.2955665024630542,-3.0,2.4771240944783517,890.2802436044142,0.38190221836605764,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,30.0,-20.0,384.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.2955665024630542,-1.5,2.4771240944783517,890.2802436044142,0.4313248583899004,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,20.0,20.0,282.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.19704433497536947,1.0,1.6514160629855679,890.2802436044142,0.3167541928800831,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,20.0,0.0,367.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.19704433497536947,0.0,1.6514160629855679,890.2802436044142,0.4122297474715975,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,20.0,-10.0,411.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.19704433497536947,-2.0,1.6514160629855679,890.2802436044142,0.4616523874954403,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,40.0,-30.0,344.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.39408866995073893,-1.3333333333333333,3.3028321259711357,890.2802436044142,0.3863951856409525,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,40.0,-40.0,385.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.39408866995073893,-1.0,3.3028321259711357,890.2802436044142,0.4324481002086241,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,50.0,30.0,303.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.49261083743842365,1.6666666666666667,4.128540157463919,890.2802436044142,0.3403422710732808,1.0,21.428571428571427,eccentric,circular
101.5,101.5,50.75,2.4,0.0,410.0,58.0,2175.0,50.0,-50.0,344.0,0.5,42.29166666666667,7344.171832131566,1132.4836032702033,48.35,3.5942318921162553,1.0,1.0900463283461639,30.478491742867934,87.73128539132935,1.2317683624136497,0.49261083743842365,-1.0,4.128540157463919,890.2802436044142,0.3863951856409525,1.0,21.428571428571427,eccentric,circular
159.0,159.0,79.5,4.5,0.0,433.0,64.5,2500.0,10.0,10.0,1230.0,0.5,35.333333333333336,17671.458676442588,3296.8077075916963,75.0,6.697040865464373,1.0,1.252418283584671,38.66424926328098,64.63117824885438,0.9234513585354832,0.06289308176100629,1.0,0.5313384664734359,2567.3268220177515,0.47909755370891977,1.0,15.723270440251572,eccentric,circular
165.0,165.0,82.5,2.82,0.0,363.3,48.3,580.5,7.0,7.0,1525.0,0.5,58.51063829787234,19945.66513819861,2190.171339703076,79.68,4.260786211852263,1.0,0.8259387367659996,19.427003398166757,14.3184944414267,0.19411830995151613,0.04242424242424243,1.0,0.35135185510855355,1759.0648738891202,0.8669378956038013,1.0,3.518181818181818,eccentric,circular
190.0,190.0,95.0,1.94,0.0,256.4,41.0,661.0,8.6,8.6,1533.0,0.5,97.93814432989691,27206.706344645736,1757.4694459978527,93.06,2.9586622450399744,1.0,0.4039670831348305,8.15174080838437,14.065005151018598,0.1813734086364301,0.04526315789473684,1.0,0.3699124331556799,1566.0901260843248,0.9788708673063028,1.0,3.4789473684210526,eccentric,circular
190.0,190.0,95.0,1.13,0.0,185.7,41.0,663.5,8.5,8.5,1229.0,0.5,168.141592920354,27682.385255581525,1031.7887569336401,93.87,1.733375786555058,1.0,0.16881667018141122,3.429081533645193,14.057139021469093,0.18563897172920818,0.04473684210526316,1.0,0.3624553849840489,1326.5809676414194,0.9264417551422341,1.0,3.4921052631578946,eccentric,circular
190.0,190.0,95.0,0.86,0.0,210.7,41.0,662.0,7.4,7.4,1219.0,0.5,220.93023255813955,27841.860980977905,787.3120823300233,94.14,1.3217662696306576,1.0,0.145321320172959,2.958319024975351,14.004584879888197,0.1914051036506669,0.03894736842105263,1.0,0.3146152909191436,1307.40295596703,0.9323827779617936,1.0,3.4842105263157896,eccentric,circular
165.0,165.0,82.5,2.82,0.0,363.3,48.3,580.0,17.2,17.2,1123.0,0.5,58.51063829787234,19945.66513819861,2190.171339703076,79.68,4.260786211852263,1.0,0.8259387367659996,19.427003398166757,14.306161543544334,0.19395111071813845,0.10424242424242423,1.0,0.8633217011238742,1759.0648738891202,0.6384073814839796,1.0,3.515151515151515,eccentric,circular
190.0,190.0,95.0,1.94,0.0,256.4,41.0,664.0,16.2,16.2,1284.0,0.5,97.93814432989691,27206.706344645736,1757.4694459978527,93.06,2.9586622450399744,1.0,0.4039670831348305,8.15174080838437,14.128840272732752,0.1821965859827376,0.08526315789473683,1.0,0.6968117926886063,1566.0901260843248,0.8198761863152595,1.0,3.4947368421052634,eccentric,circular
190.0,190.0,95.0,1.52,0.0,306.1,48.3,662.0,15.5,15.5,1260.0,0.5,125.0,27452.840075958007,1382.641577310121,93.48,2.3251088570257963,1.0,0.31918210244582856,7.613562485404326,14.054954473872813,0.19712688047740282,0.08157894736842106,1.0,0.6637403362036529,1749.1987624833996,0.7203298030071398,1.0,3.4842105263157896,eccentric,circular
190.0,190.0,95.0,1.13,0.0,185.7,41.0,664.0,18.9,18.9,1023.0,0.5,168.141592920354,27682.385255581525,1031.7887569336401,93.87,1.733375786555058,1.0,0.16881667018141122,3.429081533645193,14.0677321933014,0.18577886545319403,0.09947368421052631,1.0,0.8059302089645322,1326.5809676414194,0.771155342156636,1.0,3.4947368421052634,eccentric,circular
190.0,190.0,95.0,0.86,0.0,210.7,41.0,663.0,13.9,13.9,1017.0,0.5,220.93023255813955,27841.860980977905,787.3120823300233,94.14,1.3217662696306576,1.0,0.145321320172959,2.958319024975351,14.025739841942409,0.1916942352271785,0.0731578947368421,1.0,0.5909665599697427,1307.40295596703,0.7778780026145563,1.0,3.4894736842105263,eccentric,circular
165.0,165.0,82.5,2.82,0.0,363.3,80.2,579.5,9.4,9.4,1940.0,0.5,58.51063829787234,19945.66513819861,2190.171339703076,79.68,4.260786211852263,1.0,0.49741696989772793,19.427003398166757,14.29382864566197,0.21440797268425896,0.05696969696969697,1.0,0.47181534828862903,2395.331591797656,0.8099087435923903,1.0,3.512121212121212,eccentric,circular
190.0,190.0,95.0,1.94,0.0,256.4,74.7,662.5,10.0,10.0,2203.0,0.5,97.93814432989691,27206.706344645736,1757.4694459978527,93.06,2.9586622450399744,1.0,0.22172222769113856,8.15174080838437,14.096922711875674,0.21102412556579464,0.05263157894736842,1.0,0.4301307362275348,2482.9561298988856,0.8872488617387346,1.0,3.486842105263158,eccentric,circular
190.0,190.0,95.0,0.86,0.0,210.7,74.7,665.5,8.6,8.6,1910.0,0.5,220.93023255813955,27841.860980977905,787.3120823300233,94.14,1.3217662696306576,1.0,0.07976136716320374,2.958319024975351,14.07862724707794,0.22593000629891763,0.04526315789473684,1.0,0.36563398674386954,2245.673671025985,0.8505242879422346,1.0,3.5026315789473683,eccentric,circular
165.0,165.0,82.5,2.82,0.0,363.3,80.2,579.5,17.9,17.9,1653.0,0.5,58.51063829787234,19945.66513819861,2190.171339703076,79.68,4.260786211852263,1.0,0.49741696989772793,19.427003398166757,14.29382864566197,0.21440797268425896,0.10848484848484848,1.0,0.8984568866347296,2395.331591797656,0.6900923469887739,1.0,3.512121212121212,eccentric,circular
190.0,190.0,95.0,1.94,0.0,256.4,74.7,663.0,20.8,20.8,1730.0,0.5,97.93814432989691,27206.706344645736,1757.4694459978527,93.06,2.9586622450399744,1.0,0.22172222769113856,8.15174080838437,14.107561898828035,0.21118338905678768,0.10947368421052632,1.0,0.8946719313532724,2482.9561298988856,0.6967501274661875,1.0,3.4894736842105263,eccentric,circular
190.0,190.0,95.0,1.52,0.0,306.1,80.2,663.5,14.3,14.3,1925.0,0.5,125.0,27452.840075958007,1382.641577310121,93.48,2.3251088570257963,1.0,0.192225630275979,7.613562485404326,14.086801047454095,0.2237848617859953,0.07526315789473685,1.0,0.6123539875943378,2624.94436090646,0.733348877282583,1.0,3.4921052631578946,eccentric,circular
190.0,190.0,95.0,0.86,0.0,210.7,74.7,665.0,17.9,17.9,1532.0,0.5,220.93023255813955,27841.860980977905,787.3120823300233,94.14,1.3217662696306576,1.0,0.07976136716320374,2.958319024975351,14.068049766050834,0.22576026174121747,0.09421052631578947,1.0,0.7610288793854959,2245.673671025985,0.6822006330510489,1.0,3.5,eccentric,circular
165.0,165.0,82.5,2.82,0.0,363.3,112.7,578.5,6.8,6.8,2246.0,0.5,58.51063829787234,19945.66513819861,2190.171339703076,79.68,4.260786211852263,1.0,0.35397374432828554,19.427003398166757,14.269162849897237,0.2317720468494943,0.041212121212121214,1.0,0.3413132306768805,3043.5657087891104,0.7379502251303706,1.0,3.506060606060606,eccentric,circular
190.0,190.0,95.0,1.94,0.0,256.4,112.7,661.5,6.5,6.5,2683.0,0.5,97.93814432989691,27206.706344645736,1757.4694459978527,93.06,2.9586622450399744,1.0,0.14696229288844764,8.15174080838437,14.075644337970957,0.2356721909518099,0.034210526315789476,1.0,0.2795849785478976,3516.8109709954238,0.7629070831863858,1.0,3.481578947368421,eccentric,circular
190.0,190.0,95.0,0.86,0.0,210.7,112.7,660.5,4.0,4.0,2112.0,0.5,220.93023255813955,27841.860980977905,787.3120823300233,94.14,1.3217662696306576,1.0,0.05286756102121845,2.958319024975351,13.97285243680688,0.25102429086400985,0.021052631578947368,1.0,0.17006231941575328,3303.6643883031456,0.6392901190198628,1.0,3.4763157894736842,eccentric,circular
165.0,165.0,82.5,2.82,0.0,363.3,112.7,578.5,15.6,15.6,1880.0,0.5,58.51063829787234,19945.66513819861,2190.171339703076,79.68,4.260786211852263,1.0,0.35397374432828554,19.427003398166757,14.269162849897237,0.2317720468494943,0.09454545454545454,1.0,0.7830127056704905,3043.5657087891104,0.6176965375089478,1.0,3.506060606060606,eccentric,circular
190.0,190.0,95.0,1.94,0.0,256.4,112.7,664.5,17.0,17.0,2386.0,0.5,97.93814432989691,27206.706344645736,1757.4694459978527,93.06,2.9586622450399744,1.0,0.14696229288844764,8.15174080838437,14.139479459685111,0.23674099907404034,0.08947368421052632,1.0,0.7312222515868092,3516.8109709954238,0.6784555723006771,1.0,3.4973684210526317,eccentric,circular
190.0,190.0,95.0,1.52,0.0,306.1,112.7,660.5,12.9,12.9,2420.0,0.5,125.0,27452.840075958007,1382.641577310121,93.48,2.3251088570257963,1.0,0.1367923296196408,7.613562485404326,14.02310790029153,0.2436494837485485,0.06789473684210527,1.0,0.5524032475501369,3517.1616633750955,0.6880548099906643,1.0,3.4763157894736842,eccentric,circular
190.0,190.0,95.0,1.13,0.0,185.7,112.7,662.0,17.1,17.1,1925.0,0.5,168.141592920354,27682.385255581525,1031.7887569336401,93.87,1.733375786555058,1.0,0.06141511515029156,3.429081533645193,14.025359505972178,0.2454059853161785,0.09000000000000001,1.0,0.7291749509679102,3311.407990466615,0.5813237165405117,1.0,3.4842105263157896,eccentric,circular
