Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-6-50-B,389,45.78563743,0,87,87,1.8,43.5,270,0,0,401.1
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-6-0-B,389,45.78563743,0,87,87,1.8,43.5,270,0,0,412
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-3-50-A,389,45.78563743,0,87,87,1.8,43.5,270,0,0,431.7
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-3-150-B,389,45.78563743,0,87,87,1.8,43.5,270,0,0,416.9
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-3-150-A,389,45.78563743,0,87,87,1.8,43.5,270,0,0,412.9
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-3-100-B,389,45.78563743,0,87,87,1.8,43.5,270,0,0,420.2
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-3-100-A,389,45.78563743,0,87,87,1.8,43.5,270,0,0,410.3
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-3-50-B,389,45.78563743,0,87,87,1.8,43.5,270,0,0,448.5
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-9-100-A,389,45.78563743,0,87,87,1.8,43.5,270,0,0,354.3
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-3-0-B,389,45.78563743,0,87,87,1.8,43.5,270,0,0,442.9
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-3-0-A,389,45.78563743,0,87,87,1.8,43.5,270,0,0,436
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-0-0-B,389,45.78563743,0,87,87,1.8,43.5,270,0,0,516.3
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-0-0-A,389,45.78563743,0,87,87,1.8,43.5,270,0,0,501.6
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-9-50-B,389,45.78563743,0,87,87,1.8,43.5,270,0,0,356.2
"Journal of Constructional Steel Research | Performance of eccentrically loaded slender circular CFSTs subjected to localized pitting corrosion | Jianwei Li, Chen Jia, Haijia Huang... | 2024",37.8,"fcu,150",LC-24.2-π/2-2.5,345,30.88,0,139.9,139.9,4.05,69.95,2100.1,25,25,528
"Journal of Constructional Steel Research | Performance of eccentrically loaded slender circular CFSTs subjected to localized pitting corrosion | Jianwei Li, Chen Jia, Haijia Huang... | 2024",37.8,"fcu,150",LC-33.9-2π-2.5,345,30.88,0,140,140,4.05,70,2100,25,25,454
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-6-50-A,389,45.78563743,0,87,87,1.8,43.5,270,0,0,396.2
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-9-100-B,389,45.78563743,0,87,87,1.8,43.5,270,0,0,358.6
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-9-150-A,389,45.78563743,0,87,87,1.8,43.5,270,0,0,350.9
"Journal of Constructional Steel Research | Compression behavior of CFST columns under combined influence of gap and freeze-thaw | Wei Song, Yongping Yu, Yan Liu, Yuhui Feng, Zhengyi He, Weiran Tian | 2024",56.5,fcu100,C-9-150-B,389,45.78563743,0,87,87,1.8,43.5,270,0,0,341.8
"Journal of Constructional Steel Research | Performance of eccentrically loaded slender circular CFSTs subjected to localized pitting corrosion | Jianwei Li, Chen Jia, Haijia Huang... | 2024",37.8,"fcu,150",LC-12.1-2π-2.5,345,30.88,0,139.9,139.9,4.05,69.95,2098.9,25,25,543
"Journal of Constructional Steel Research | Performance of eccentrically loaded slender circular CFSTs subjected to localized pitting corrosion | Jianwei Li, Chen Jia, Haijia Huang... | 2024",37.8,"fcu,150",Intact,345,30.88,0,139.9,139.9,4.01,69.95,2100.3,25,25,578
"Journal of Constructional Steel Research | Axial compressive behavior of high-strength concrete-filled steel tube with multiple confinement effects | Fei Yin, Ji-Wei Si, Ru-Wei Wang, Wan-Lin Cao, Zheng Chen | 2024",76.9,fcu150,CFST-IS-SS,324,67.57464873,0,508,508,9,254,1500,0,0,25460
"Journal of Constructional Steel Research | Axial compressive behavior of high-strength concrete-filled steel tube with multiple confinement effects | Fei Yin, Ji-Wei Si, Ru-Wei Wang, Wan-Lin Cao, Zheng Chen | 2024",76.9,fcu150,CFST-IS,324,67.57464873,0,508,508,9,254,1500,0,0,23410
"Journal of Constructional Steel Research | Axial compressive behavior of high-strength concrete-filled steel tube with multiple confinement effects | Fei Yin, Ji-Wei Si, Ru-Wei Wang, Wan-Lin Cao, Zheng Chen | 2024",76.9,fcu150,CFST-H-L-R,324,67.57464873,0,508,508,9,254,1500,0,0,25490
"Journal of Constructional Steel Research | Axial compressive behavior of high-strength concrete-filled steel tube with multiple confinement effects | Fei Yin, Ji-Wei Si, Ru-Wei Wang, Wan-Lin Cao, Zheng Chen | 2024",76.9,fcu150,CFST-H-L,324,67.57464873,0,508,508,9,254,1500,0,0,20510
"Journal of Constructional Steel Research | Axial compressive behavior of high-strength concrete-filled steel tube with multiple confinement effects | Fei Yin, Ji-Wei Si, Ru-Wei Wang, Wan-Lin Cao, Zheng Chen | 2024",76.9,fcu150,CFST-H,324,67.57464873,0,508,508,9,254,1500,0,0,20270
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.21-1.2-2,1153,140.1870487,0,140,140,6.27,70,420,84,84,1693
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.21-1.6-1,1153,140.1870487,0,140,140,6.27,70,420,112,112,1364
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.38-1.2-1,891,140.1870487,0,140,140,10.46,70,420,84,84,1906
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,A-0.14-0-2,1020,140.1870487,0,140,140,4.42,70,420,0,0,4142
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,A-0.21-0-1,1153,140.1870487,0,140,140,6.27,70,420,0,0,5288
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,A-0.21-0-2,1153,140.1870487,0,140,140,6.27,70,420,0,0,4947
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.14-0.4-1,1020,140.1870487,0,140,140,4.42,70,420,28,28,2454
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.29-1.2-1,813,140.1870487,0,140,140,8.36,70,420,84,84,1691
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.21-0.6-1,1153,140.1870487,0,140,140,6.27,70,420,42,42,2501
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.21-1.2-1,1153,140.1870487,0,140,140,6.27,70,420,84,84,1757
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,A-0.29-0-1,813,140.1870487,0,140,140,8.36,70,420,0,0,5032
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.21-0.2-1,1153,140.1870487,0,140,140,6.27,70,420,14,14,3811
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.21-0.4-2,1153,140.1870487,0,140,140,6.27,70,420,28,28,3343
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.29-0.4-1,813,140.1870487,0,140,140,8.36,70,420,28,28,3194
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.38-0.4-1,891,140.1870487,0,140,140,10.46,70,420,28,28,3735
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,A-0.14-0-1,1020,140.1870487,0,140,140,4.42,70,420,0,0,4280
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.14-1.2-1,1020,140.1870487,0,140,140,4.42,70,420,84,84,1271
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.21-0.8-1,1153,140.1870487,0,140,140,6.27,70,420,56,56,2137
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,S2-F3.5-12.5,322.34,53.98484383,0,200.8,200.8,1.9,100.4,540,12.5,12.5,3768
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,S2-F3.5-25,322.34,53.98484383,0,200.8,200.8,1.9,100.4,540,25,25,1946
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,S3.5-F3-12.5-1,351.29,53.98484383,0,200.8,200.8,3.5,100.4,540,12.5,12.5,3619
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,CFST-12.5,351.29,53.98484383,0,200.1,200.1,3,100.05,540,12.5,12.5,2026
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,S3.5-F3-12.5-2,351.29,53.98484383,0,200.8,200.8,3.5,100.4,540,12.5,12.5,3800
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,CCFT-25,351.29,53.98484383,0,200.1,200.1,3,100.05,540,25,25,2701
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu, Daiyu Wang, Yuyin Wang | 2024",62.7,fcu150,CFST-12.5,324.67,53.98484383,0,200.1,200.1,3,100.05,540,12.5,12.5,2026
"Engineering Structures | Behavior of eccentrically loaded slender concrete-filled steel tubes with defect representing random local corrosion | Jianwei Li, Chen Jia, Lanhui Guo | 2024",37.8,fcu150,210-70-4-0-350,345,30.88438211,0,140,140,4,70,2100,25,25,508
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,S6.5-F2-12.5,365.9,53.98484383,0,200.8,200.8,6.8,100.4,540,12.5,12.5,3992
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,S3.5-F3-25-1,351.29,53.98484383,0,200.8,200.8,3.5,100.4,540,25,25,2525
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,S3.5-F3-25-2,351.29,53.98484383,0,200.8,200.8,3.5,100.4,540,25,25,2400
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,S3.5-CF2-12.5,351.29,53.98484383,0,200.8,200.8,3.5,100.4,540,12.5,12.5,2488
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,S3.5-CF4-12.5,351.29,53.98484383,0,200.8,200.8,3.5,100.4,540,12.5,12.5,3726
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,S3.5-CF4-25,351.29,53.98484383,0,200.8,200.8,3.5,100.4,540,25,25,2177
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,CCFT-12.5,351.29,53.98484383,0,200.1,200.1,3,100.05,540,12.5,12.5,4069
"Engineering Structures | Behavior of FRP-interlayer-steel confined concrete columns subjected to eccentric compression | Chenyang Wei, Changyong Liu, Qing Hu... | 2024",62.7,fcu150,S6.5-F2-25,365.9,53.98484383,0,200.8,200.8,6.8,100.4,540,25,25,2625
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,E-0.21-0.4-1,1153,140.1870487,0,140,140,6.27,70,420,28,28,2969
"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100x100x300,A-0.38-0-1,891,140.1870487,0,140,140,10.46,70,420,0,0,5332
"Journal of Building Engineering | Experimental and numerical investigations of post-fire behaviour of circular steel tube confined steel-reinforced concrete columns under eccentric loading | Fengqin Wang, Faqi Liu, Hua Yang... | 2024",30,fcu150,C-30-1.5-12-40-0,320.6,23.9091911,0,210,210,1.5,105,610,40,40,1200
"Journal of Building Engineering | Experimental and numerical investigations of post-fire behaviour of circular steel tube confined steel-reinforced concrete columns under eccentric loading | Fengqin Wang, Faqi Liu, Hua Yang... | 2024",30,fcu150,C-30-1.5-12-20-45,320.6,23.9091911,0,210,210,1.5,105,610,20,20,1100
