b (mm),h (mm),r0 (mm),t (mm),R (%),fy (MPa),fc (MPa),L (mm),e1 (mm),e2 (mm),Nexp (kN),r0/h,b/t,Ac (mm^2),As (mm^2),Re (mm),te (mm),ke,xi,sigma_re (MPa),lambda,lambda_bar,e/h,e1/e2,e_bar
200.0,200.0,100.0,3.72,0.0,380.6,65.164,600.0,0.0,0.0,3474.0,0.5,53.76344086021505,29122.056217404563,3492.0688815066305,96.28,5.60914784322388,1.0,0.7003607750785559,22.173262039167106,12.226697741186866,0.1756978997501695,0.0,0.0,0.0
200.0,200.0,100.0,3.72,0.0,380.6,65.164,600.0,0.0,0.0,3439.0,0.5,53.76344086021505,29122.056217404563,3492.0688815066305,96.28,5.60914784322388,1.0,0.7003607750785559,22.173262039167106,12.226697741186866,0.1756978997501695,0.0,0.0,0.0
200.0,200.0,100.0,3.72,0.0,380.6,65.164,600.0,0.0,0.0,3227.0,0.5,53.76344086021505,29122.056217404563,3492.0688815066305,96.28,5.60914784322388,1.0,0.7003607750785559,22.173262039167106,12.226697741186866,0.1756978997501695,0.0,0.0,0.0
76.0,76.0,38.0,3.0,0.0,260.0,19.554,900.0,0.0,0.0,264.4,0.5,25.333333333333332,3848.4510006474966,1027.9912088638353,35.0,4.39822032391038,1.0,3.5517400821903995,32.672493834762825,49.11135497440351,0.5072232811038934,0.0,0.0,0.0
76.0,76.0,38.0,3.0,25.0,260.0,22.27,900.0,0.0,0.0,265.5,0.5,25.333333333333332,3848.4510006474966,1027.9912088638353,35.0,4.39822032391038,1.0,3.1185777084486332,32.672493834762825,49.11135497440351,0.5125930306470433,0.0,0.0,0.0
89.0,89.0,44.5,4.8,0.0,260.0,19.554,350.0,0.0,0.0,599.2,0.5,18.541666666666668,4951.432765396337,1871.413913125149,39.7,6.902355623826871,1.0,5.02547023222106,45.20434413589386,16.473500283640355,0.16789356221831647,0.0,0.0,0.0
89.0,89.0,44.5,4.8,25.0,260.0,22.27,350.0,0.0,0.0,625.8,0.5,18.541666666666668,4951.432765396337,1871.413913125149,39.7,6.902355623826871,1.0,4.412574985220053,45.20434413589386,16.473500283640355,0.16927988893405094,0.0,0.0,0.0
159.0,159.0,79.5,3.5,0.0,337.0,24.7,480.0,0.0,0.0,1144.0,0.5,45.42857142857143,18145.839167134647,2595.188198283755,76.0,5.2531480006849876,1.0,1.9513031602719524,23.293564160932114,12.341762126602205,0.14682748170755378,0.0,0.0,0.0
159.0,159.0,79.5,3.5,50.0,337.0,35.9,480.0,0.0,0.0,1164.0,0.5,45.42857142857143,18145.839167134647,2595.188198283755,76.0,5.2531480006849876,1.0,1.3425400573458839,23.293564160932114,12.341762126602205,0.1537052077590125,0.0,0.0,0.0
159.0,159.0,79.5,3.5,100.0,337.0,42.4,480.0,0.0,0.0,1078.0,0.5,45.42857142857143,18145.839167134647,2595.188198283755,76.0,5.2531480006849876,1.0,1.136726133460312,23.293564160932114,12.341762126602205,0.15754062744191555,0.0,0.0,0.0
200.0,200.0,100.0,3.0,0.0,318.0,45.0,3315.0,50.0,50.0,763.0,0.5,66.66666666666667,29559.245277626364,2835.318741728432,97.0,4.54560544885409,1.0,0.6778336947835807,14.902087966346397,67.32473641259027,0.885216903383851,0.25,1.0,2.062301997194869
200.0,200.0,100.0,3.0,0.0,318.0,40.0,3315.0,50.0,50.0,819.0,0.5,66.66666666666667,29559.245277626364,2835.318741728432,97.0,4.54560544885409,1.0,0.7625629066315283,14.902087966346397,67.32473641259027,0.8657337877819905,0.25,1.0,2.062301997194869
200.0,200.0,100.0,3.0,0.0,318.0,55.0,3315.0,50.0,50.0,886.0,0.5,66.66666666666667,29559.245277626364,2835.318741728432,97.0,4.54560544885409,1.0,0.5545912048229296,14.902087966346397,67.32473641259027,0.9220507837266024,0.25,1.0,2.062301997194869
193.7,193.7,96.85,6.0,0.0,401.0,43.0,3315.0,50.0,50.0,933.0,0.5,32.28333333333333,25929.83397076878,5327.538353527173,90.85,8.897333934050664,1.0,1.916032035093951,39.27166656636562,70.50429510294524,0.9281401474745373,0.2581311306143521,1.0,2.190451863385429
193.7,193.7,96.85,6.0,0.0,401.0,42.0,3315.0,50.0,50.0,1000.0,0.5,32.28333333333333,25929.83397076878,5327.538353527173,90.85,8.897333934050664,1.0,1.961651845453331,39.27166656636562,70.50429510294524,0.9257071586821806,0.2581311306143521,1.0,2.190451863385429
193.7,193.7,96.85,6.0,0.0,401.0,43.0,3315.0,50.0,50.0,1037.0,0.5,32.28333333333333,25929.83397076878,5327.538353527173,90.85,8.897333934050664,1.0,1.916032035093951,39.27166656636562,70.50429510294524,0.9281401474745373,0.2581311306143521,1.0,2.190451863385429
200.0,200.0,100.0,3.0,0.0,400.0,137.0,3315.0,50.0,50.0,1277.0,0.5,66.66666666666667,29559.245277626364,2835.318741728432,97.0,4.54560544885409,1.0,0.28005799261131276,18.74476473754264,67.32473641259027,1.1791928986019362,0.25,1.0,2.062301997194869
200.0,200.0,100.0,3.0,0.0,395.0,143.0,3315.0,50.0,50.0,1311.0,0.5,66.66666666666667,29559.245277626364,2835.318741728432,97.0,4.54560544885409,1.0,0.2649534662615593,18.510455178323355,67.32473641259027,1.1905005746379258,0.25,1.0,2.062301997194869
200.0,200.0,100.0,3.0,0.0,400.0,143.0,3315.0,50.0,50.0,1319.0,0.5,66.66666666666667,29559.245277626364,2835.318741728432,97.0,4.54560544885409,1.0,0.26830730760664234,18.74476473754264,67.32473641259027,1.1920777500470203,0.25,1.0,2.062301997194869
193.7,193.7,96.85,6.0,0.0,390.0,140.0,3315.0,50.0,50.0,1345.0,0.5,32.28333333333333,25929.83397076878,5327.538353527173,90.85,8.897333934050664,1.0,0.5723522840848871,38.194388929881775,70.50429510294524,1.1276168160207358,0.2581311306143521,1.0,2.190451863385429
193.7,193.7,96.85,6.0,0.0,390.0,148.0,3315.0,50.0,50.0,1414.0,0.5,32.28333333333333,25929.83397076878,5327.538353527173,90.85,8.897333934050664,1.0,0.5414143227830014,38.194388929881775,70.50429510294524,1.1421913570864983,0.2581311306143521,1.0,2.190451863385429
193.7,193.7,96.85,6.0,0.0,390.0,149.0,3315.0,50.0,50.0,1419.0,0.5,32.28333333333333,25929.83397076878,5327.538353527173,90.85,8.897333934050664,1.0,0.5377806696099611,38.194388929881775,70.50429510294524,1.1439908163113184,0.2581311306143521,1.0,2.190451863385429
193.7,193.7,96.85,8.0,0.0,441.0,41.0,3315.0,50.0,50.0,1053.0,0.5,24.2125,24800.745571068608,6961.649953827003,88.85,11.699910514401083,1.0,3.019271572870629,58.07158735904196,71.07157939849495,0.9505971645016973,0.2581311306143521,1.0,2.2258428424904295
193.7,193.7,96.85,8.0,0.0,433.0,149.0,3315.0,50.0,50.0,1473.0,0.5,24.2125,24800.745571068608,6961.649953827003,88.85,11.699910514401083,1.0,0.8157349561425721,57.0181345271319,71.07157939849495,1.131346867457153,0.2581311306143521,1.0,2.2258428424904295
165.2,165.2,82.6,3.6,0.0,343.0,43.061,600.0,13.4,13.4,1674.5,0.5,45.888888888888886,19606.6797510539,2774.5870578476015,79.0,5.40484873862691,1.0,1.1272086420828804,23.466621738595318,14.845285263786549,0.1909995703823718,0.08111380145278452,1.0,0.6775782230064726
165.2,165.2,82.6,3.6,0.0,343.0,43.061,600.0,55.6,55.6,913.4,0.5,45.888888888888886,19606.6797510539,2774.5870578476015,79.0,5.40484873862691,1.0,1.1272086420828804,23.466621738595318,14.845285263786549,0.1909995703823718,0.3365617433414044,1.0,2.8114439700865574
165.2,165.2,82.6,3.6,0.0,343.0,43.061,1200.0,13.4,13.4,1540.7,0.5,45.888888888888886,19606.6797510539,2774.5870578476015,79.0,5.40484873862691,1.0,1.1272086420828804,23.466621738595318,29.690570527573097,0.3819991407647436,0.08111380145278452,1.0,0.6775782230064726
165.2,165.2,82.6,3.6,0.0,343.0,43.061,1200.0,55.6,55.6,792.1,0.5,45.888888888888886,19606.6797510539,2774.5870578476015,79.0,5.40484873862691,1.0,1.1272086420828804,23.466621738595318,29.690570527573097,0.3819991407647436,0.3365617433414044,1.0,2.8114439700865574
164.5,164.5,82.25,3.25,0.0,377.0,43.061,600.0,13.75,13.75,1659.6,0.5,50.61538461538461,19606.6797510539,2503.859099978099,79.0,4.892807231217844,1.0,1.118054747023159,23.349219318596546,14.88107000895578,0.1976983643053002,0.08358662613981763,1.0,0.6956718396257056
164.5,164.5,82.25,3.25,0.0,377.0,43.061,1200.0,13.75,13.75,1461.7,0.5,50.61538461538461,19606.6797510539,2503.859099978099,79.0,4.892807231217844,1.0,1.118054747023159,23.349219318596546,29.76214001791156,0.3953967286106004,0.08358662613981763,1.0,0.6956718396257056
165.2,165.2,82.6,3.6,0.0,343.0,43.061,1800.0,13.4,13.4,1429.3,0.5,45.888888888888886,19606.6797510539,2774.5870578476015,79.0,5.40484873862691,1.0,1.1272086420828804,23.466621738595318,44.535855791359644,0.5729987111471153,0.08111380145278452,1.0,0.6775782230064726
165.2,165.2,82.6,3.6,0.0,343.0,37.127,600.0,13.4,13.4,1442.4,0.5,45.888888888888886,19606.6797510539,2774.5870578476015,79.0,5.40484873862691,1.0,1.3073701440119294,23.466621738595318,14.845285263786549,0.18682555405930973,0.08111380145278452,1.0,0.6775782230064726
165.2,165.2,82.6,3.6,0.0,343.0,37.127,600.0,55.6,55.6,853.4,0.5,45.888888888888886,19606.6797510539,2774.5870578476015,79.0,5.40484873862691,1.0,1.3073701440119294,23.466621738595318,14.845285263786549,0.18682555405930973,0.3365617433414044,1.0,2.8114439700865574
165.2,165.2,82.6,3.6,0.0,343.0,45.934,625.0,13.4,13.4,1573.1,0.5,45.888888888888886,19606.6797510539,2774.5870578476015,79.0,5.40484873862691,1.0,1.056705954994795,23.466621738595318,15.463838816444321,0.20101666369032056,0.08111380145278452,1.0,0.6775782230064726
165.2,165.2,82.6,3.6,0.0,343.0,45.934,600.0,55.6,55.6,899.8,0.5,45.888888888888886,19606.6797510539,2774.5870578476015,79.0,5.40484873862691,1.0,1.056705954994795,23.466621738595318,14.845285263786549,0.19297599714270774,0.3365617433414044,1.0,2.8114439700865574
165.2,165.2,82.6,3.6,0.0,343.0,37.338,600.0,13.4,13.4,1371.2,0.5,45.888888888888886,19606.6797510539,2774.5870578476015,79.0,5.40484873862691,1.0,1.299982091615269,23.466621738595318,14.845285263786549,0.1869760682162128,0.08111380145278452,1.0,0.6775782230064726
165.2,165.2,82.6,3.6,0.0,343.0,37.338,600.0,55.6,55.6,777.7,0.5,45.888888888888886,19606.6797510539,2774.5870578476015,79.0,5.40484873862691,1.0,1.299982091615269,23.466621738595318,14.845285263786549,0.1869760682162128,0.3365617433414044,1.0,2.8114439700865574
159.0,159.0,79.5,6.0,0.0,235.0,42.067,730.0,0.0,0.0,2473.0,0.5,26.5,16971.66891285546,4316.01794400457,73.5,8.816955607719692,1.0,1.4206431824376886,28.190266228763637,19.015506536493138,0.2078318984415733,0.0,0.0,0.0
159.0,159.0,79.5,6.0,0.0,235.0,42.067,730.0,50.0,50.0,952.0,0.5,26.5,16971.66891285546,4316.01794400457,73.5,8.816955607719692,1.0,1.4206431824376886,28.190266228763637,19.015506536493138,0.2078318984415733,0.31446540880503143,1.0,2.6971631040282746
159.0,159.0,79.5,6.0,0.0,235.0,42.067,730.0,100.0,100.0,621.0,0.5,26.5,16971.66891285546,4316.01794400457,73.5,8.816955607719692,1.0,1.4206431824376886,28.190266228763637,19.015506536493138,0.2078318984415733,0.6289308176100629,1.0,5.394326208056549
159.0,159.0,79.5,6.0,0.0,235.0,23.909,630.0,0.0,0.0,2108.0,0.5,26.5,16971.66891285546,4316.01794400457,73.5,8.816955607719692,1.0,2.4995690641852963,28.190266228763637,16.41064262738449,0.166612854946905,0.0,0.0,0.0
159.0,159.0,79.5,6.0,0.0,235.0,23.909,630.0,50.0,50.0,975.0,0.5,26.5,16971.66891285546,4316.01794400457,73.5,8.816955607719692,1.0,2.4995690641852963,28.190266228763637,16.41064262738449,0.166612854946905,0.31446540880503143,1.0,2.6971631040282746
159.0,159.0,79.5,6.0,0.0,235.0,23.909,630.0,100.0,100.0,543.0,0.5,26.5,16971.66891285546,4316.01794400457,73.5,8.816955607719692,1.0,2.4995690641852963,28.190266228763637,16.41064262738449,0.166612854946905,0.6289308176100629,1.0,5.394326208056549
159.0,159.0,79.5,6.0,0.0,235.0,42.067,630.0,0.0,0.0,2373.0,0.5,26.5,16971.66891285546,4316.01794400457,73.5,8.816955607719692,1.0,1.4206431824376886,28.190266228763637,16.41064262738449,0.17936177536738515,0.0,0.0,0.0
159.0,159.0,79.5,6.0,0.0,235.0,42.067,630.0,50.0,50.0,1155.0,0.5,26.5,16971.66891285546,4316.01794400457,73.5,8.816955607719692,1.0,1.4206431824376886,28.190266228763637,16.41064262738449,0.17936177536738515,0.31446540880503143,1.0,2.6971631040282746
159.0,159.0,79.5,6.0,0.0,235.0,42.067,630.0,100.0,100.0,609.0,0.5,26.5,16971.66891285546,4316.01794400457,73.5,8.816955607719692,1.0,1.4206431824376886,28.190266228763637,16.41064262738449,0.17936177536738515,0.6289308176100629,1.0,5.394326208056549
219.0,219.0,109.5,6.0,0.0,0.0,49.546,1000.0,0.0,0.0,2989.0,0.5,36.5,33653.52590341726,6065.044588712244,103.5,8.940267043139897,1.0,0.0,0.0,18.75528317476948,0.16142684709333607,0.0,0.0,0.0
219.0,219.0,109.5,6.0,0.0,0.0,47.76,1000.0,25.0,25.0,2450.0,0.5,36.5,33653.52590341726,6065.044588712244,103.5,8.940267043139897,1.0,0.0,0.0,18.75528317476948,0.1588898870612796,0.1141552511415525,1.0,0.9629447710688536
219.0,219.0,109.5,6.0,0.0,0.0,50.865,1000.0,50.0,50.0,1862.0,0.5,36.5,33653.52590341726,6065.044588712244,103.5,8.940267043139897,1.0,0.0,0.0,18.75528317476948,0.16326386930750822,0.228310502283105,1.0,1.9258895421377071
219.0,219.0,109.5,6.0,0.0,0.0,49.546,1000.0,75.0,75.0,1332.8,0.5,36.5,33653.52590341726,6065.044588712244,103.5,8.940267043139897,1.0,0.0,0.0,18.75528317476948,0.16142684709333607,0.3424657534246575,1.0,2.888834313206561
219.0,219.0,109.5,6.0,0.0,0.0,45.887,1000.0,100.0,100.0,960.4,0.5,36.5,33653.52590341726,6065.044588712244,103.5,8.940267043139897,1.0,0.0,0.0,18.75528317476948,0.15616477473182316,0.45662100456621,1.0,3.8517790842754143
219.0,219.0,109.5,6.0,0.0,0.0,45.887,1000.0,125.0,125.0,770.3,0.5,36.5,33653.52590341726,6065.044588712244,103.5,8.940267043139897,1.0,0.0,0.0,18.75528317476948,0.15616477473182316,0.5707762557077626,1.0,4.814723855344268
219.0,219.0,109.5,4.0,0.0,0.0,39.845,1000.0,0.0,0.0,1930.6,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,0.0,0.0,18.604128577213388,0.16889130050552656,0.0,0.0,0.0
219.0,219.0,109.5,4.0,0.0,0.0,40.492,1000.0,25.0,25.0,1646.4,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,0.0,0.0,18.604128577213388,0.1700166065048259,0.1141552511415525,1.0,0.9474859803216229
219.0,219.0,109.5,4.0,0.0,0.0,41.418,1000.0,50.0,50.0,1235.8,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,0.0,0.0,18.604128577213388,0.17160679144375138,0.228310502283105,1.0,1.8949719606432458
219.0,219.0,109.5,4.0,0.0,0.0,41.418,1000.0,75.0,75.0,986.9,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,0.0,0.0,18.604128577213388,0.17160679144375138,0.3424657534246575,1.0,2.8424579409648687
219.0,219.0,109.5,4.0,0.0,0.0,40.492,1000.0,100.0,100.0,669.3,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,0.0,0.0,18.604128577213388,0.1700166065048259,0.45662100456621,1.0,3.7899439212864916
219.0,219.0,109.5,4.0,0.0,0.0,40.492,1000.0,125.0,125.0,579.2,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,0.0,0.0,18.604128577213388,0.1700166065048259,0.5707762557077626,1.0,4.737429901608115
219.0,219.0,109.5,4.0,0.0,0.0,44.207,1000.0,0.0,0.0,1979.6,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,0.0,0.0,18.604128577213388,0.17625910975604478,0.0,0.0,0.0
219.0,219.0,109.5,4.0,0.0,0.0,45.98,1000.0,25.0,25.0,1695.4,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,0.0,0.0,18.604128577213388,0.1791165977400232,0.1141552511415525,1.0,0.9474859803216229
219.0,219.0,109.5,4.0,0.0,0.0,45.98,1000.0,50.0,50.0,1521.0,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,0.0,0.0,18.604128577213388,0.1791165977400232,0.228310502283105,1.0,1.8949719606432458
219.0,219.0,109.5,4.0,0.0,0.0,43.927,1000.0,75.0,75.0,1017.2,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,0.0,0.0,18.604128577213388,0.1758009484964592,0.3424657534246575,1.0,2.8424579409648687
219.0,219.0,109.5,4.0,0.0,0.0,45.887,1000.0,100.0,100.0,825.2,0.5,54.75,34966.71163261779,4114.2303179127775,105.5,6.034076336466413,1.0,0.0,0.0,18.604128577213388,0.17896854341815788,0.45662100456621,1.0,3.7899439212864916
273.0,273.0,136.5,6.0,0.0,325.0,50.299,1200.0,0.0,0.0,5020.0,0.5,45.5,53502.10828879757,7639.168568949151,130.5,9.005816644758568,1.0,0.922569743649873,22.42827900035659,17.969593578200197,0.23388984222579104,0.0,0.0,0.0
273.0,273.0,136.5,6.0,0.0,325.0,50.299,1200.0,40.0,40.0,2614.0,0.5,45.5,53502.10828879757,7639.168568949151,130.5,9.005816644758568,1.0,0.922569743649873,22.42827900035659,17.969593578200197,0.23388984222579104,0.14652014652014653,1.0,1.2243530290115883
273.0,273.0,136.5,6.0,0.0,325.0,50.299,1200.0,80.0,80.0,2296.0,0.5,45.5,53502.10828879757,7639.168568949151,130.5,9.005816644758568,1.0,0.922569743649873,22.42827900035659,17.969593578200197,0.23388984222579104,0.29304029304029305,1.0,2.4487060580231765
273.0,273.0,136.5,6.0,0.0,325.0,50.299,850.0,0.0,0.0,5110.0,0.5,45.5,53502.10828879757,7639.168568949151,130.5,9.005816644758568,1.0,0.922569743649873,22.42827900035659,12.728462117891805,0.16567197157660196,0.0,0.0,0.0
273.0,273.0,136.5,6.0,0.0,325.0,50.299,850.0,40.0,40.0,2980.0,0.5,45.5,53502.10828879757,7639.168568949151,130.5,9.005816644758568,1.0,0.922569743649873,22.42827900035659,12.728462117891805,0.16567197157660196,0.14652014652014653,1.0,1.2243530290115883
273.0,273.0,136.5,6.0,0.0,325.0,50.299,850.0,80.0,80.0,2492.0,0.5,45.5,53502.10828879757,7639.168568949151,130.5,9.005816644758568,1.0,0.922569743649873,22.42827900035659,12.728462117891805,0.16567197157660196,0.29304029304029305,1.0,2.4487060580231765
273.0,273.0,136.5,6.0,0.0,325.0,29.982,850.0,0.0,0.0,4589.0,0.5,45.5,53502.10828879757,7639.168568949151,130.5,9.005816644758568,1.0,1.5477398284252204,22.42827900035659,12.728462117891805,0.1531175428031282,0.0,0.0,0.0
273.0,273.0,136.5,6.0,0.0,325.0,29.982,850.0,40.0,40.0,2504.0,0.5,45.5,53502.10828879757,7639.168568949151,130.5,9.005816644758568,1.0,1.5477398284252204,22.42827900035659,12.728462117891805,0.1531175428031282,0.14652014652014653,1.0,1.2243530290115883
273.0,273.0,136.5,6.0,0.0,325.0,29.982,850.0,80.0,80.0,2161.0,0.5,45.5,53502.10828879757,7639.168568949151,130.5,9.005816644758568,1.0,1.5477398284252204,22.42827900035659,12.728462117891805,0.1531175428031282,0.29304029304029305,1.0,2.4487060580231765
133.0,133.0,66.5,4.5,0.0,325.0,34.883,1670.0,50.0,50.0,438.0,0.5,29.555555555555557,12076.282160399165,2728.374048061702,62.0,6.647421165731558,1.0,2.1049422789453165,34.84535288488316,51.847450210536124,0.618346802465974,0.37593984962406013,1.0,3.2048928467623887
133.0,133.0,66.5,4.5,0.0,325.0,34.883,670.0,60.0,60.0,430.0,0.5,29.555555555555557,12076.282160399165,2728.374048061702,62.0,6.647421165731558,1.0,2.1049422789453165,34.84535288488316,20.80107283895761,0.2480792560791632,0.45112781954887216,1.0,3.8458714161148664
133.0,133.0,66.5,4.5,0.0,325.0,34.883,1670.0,60.0,60.0,416.0,0.5,29.555555555555557,12076.282160399165,2728.374048061702,62.0,6.647421165731558,1.0,2.1049422789453165,34.84535288488316,51.847450210536124,0.618346802465974,0.45112781954887216,1.0,3.8458714161148664
133.0,133.0,66.5,4.5,0.0,325.0,34.883,1670.0,60.0,60.0,412.0,0.5,29.555555555555557,12076.282160399165,2728.374048061702,62.0,6.647421165731558,1.0,2.1049422789453165,34.84535288488316,51.847450210536124,0.618346802465974,0.45112781954887216,1.0,3.8458714161148664
133.0,133.0,66.5,4.5,0.0,325.0,34.883,1670.0,60.0,60.0,347.0,0.5,29.555555555555557,12076.282160399165,2728.374048061702,62.0,6.647421165731558,1.0,2.1049422789453165,34.84535288488316,51.847450210536124,0.618346802465974,0.45112781954887216,1.0,3.8458714161148664
133.0,133.0,66.5,4.5,0.0,325.0,34.883,1670.0,60.0,60.0,335.0,0.5,29.555555555555557,12076.282160399165,2728.374048061702,62.0,6.647421165731558,1.0,2.1049422789453165,34.84535288488316,51.847450210536124,0.618346802465974,0.45112781954887216,1.0,3.8458714161148664
133.0,133.0,66.5,4.5,0.0,325.0,34.883,2730.0,60.0,60.0,306.0,0.5,29.555555555555557,12076.282160399165,2728.374048061702,62.0,6.647421165731558,1.0,2.1049422789453165,34.84535288488316,84.75661022440936,1.0108304016359932,0.45112781954887216,1.0,3.8458714161148664
133.0,133.0,66.5,4.5,0.0,325.0,34.883,2730.0,60.0,60.0,293.0,0.5,29.555555555555557,12076.282160399165,2728.374048061702,62.0,6.647421165731558,1.0,2.1049422789453165,34.84535288488316,84.75661022440936,1.0108304016359932,0.45112781954887216,1.0,3.8458714161148664
133.0,133.0,66.5,4.5,0.0,325.0,34.883,2730.0,60.0,60.0,282.0,0.5,29.555555555555557,12076.282160399165,2728.374048061702,62.0,6.647421165731558,1.0,2.1049422789453165,34.84535288488316,84.75661022440936,1.0108304016359932,0.45112781954887216,1.0,3.8458714161148664
133.0,133.0,66.5,4.5,0.0,325.0,34.883,2730.0,60.0,60.0,268.0,0.5,29.555555555555557,12076.282160399165,2728.374048061702,62.0,6.647421165731558,1.0,2.1049422789453165,34.84535288488316,84.75661022440936,1.0108304016359932,0.45112781954887216,1.0,3.8458714161148664
219.1,219.1,109.55,16.0,0.0,374.0,177.742,4195.0,0.0,0.0,6402.0,0.5,13.69375,27493.970121138063,14763.880512894608,93.55,22.428841284479844,1.0,1.1299119580568602,89.66741464880238,81.0804149314859,1.1869756247543797,0.0,0.0,0.0
219.1,219.1,109.55,16.0,0.0,374.0,172.964,3640.0,20.0,20.0,4340.0,0.5,13.69375,27493.970121138063,14763.880512894608,93.55,22.428841284479844,1.0,1.1611249233883492,89.66741464880238,70.35344704424521,1.0246092049937003,0.09128251939753537,1.0,0.8184843358755924
219.1,219.1,109.55,16.0,0.0,374.0,168.186,3640.0,50.0,50.0,3293.0,0.5,13.69375,27493.970121138063,14763.880512894608,93.55,22.428841284479844,1.0,1.194111348441264,89.66741464880238,70.35344704424521,1.0192436946729646,0.22820629849383844,1.0,2.046210839688981
273.0,273.0,136.5,10.0,0.0,412.0,172.009,4195.0,0.0,0.0,8648.0,0.5,27.3,50272.55104090727,12377.611321058845,126.5,14.71673431585026,1.0,0.5897282904357407,47.93118211960717,63.589121062136016,1.0513446813387528,0.0,0.0,0.0
273.0,273.0,136.5,10.0,0.0,412.0,175.831,4450.0,50.0,50.0,5079.0,0.5,27.3,50272.55104090727,12377.611321058845,126.5,14.71673431585026,1.0,0.5769094955358345,47.93118211960717,67.45449075721223,1.1209441140042027,0.18315018315018314,1.0,1.568210544457705
273.0,273.0,136.5,16.0,0.0,401.0,172.009,4450.0,50.0,50.0,5288.0,0.5,17.0625,45616.710728287195,18953.771008438773,120.5,22.86464938209062,1.0,0.9686454982473144,76.08899918853393,68.48047763960909,1.048716442252441,0.18315018315018314,1.0,1.6162784979743434
219.1,219.1,109.55,16.0,0.0,374.0,154.808,4195.0,0.0,0.0,6521.0,0.5,13.69375,27493.970121138063,14763.880512894608,93.55,22.428841284479844,1.0,1.2973025376527207,89.66741464880238,81.0804149314859,1.1571092188624603,0.0,0.0,0.0
219.1,219.1,109.55,16.0,0.0,374.0,166.275,3640.0,20.0,20.0,4657.0,0.5,13.69375,27493.970121138063,14763.880512894608,93.55,22.428841284479844,1.0,1.2078352804026007,89.66741464880238,70.35344704424521,1.01708742435581,0.09128251939753537,1.0,0.8184843358755924
219.1,219.1,109.55,16.0,0.0,374.0,173.92,3640.0,20.0,20.0,4207.0,0.5,13.69375,27493.970121138063,14763.880512894608,93.55,22.428841284479844,1.0,1.1547424749824198,89.66741464880238,70.35344704424521,1.0256783725167395,0.09128251939753537,1.0,0.8184843358755924
180.0,180.0,90.0,3.8,0.0,360.3,55.313,630.0,27.0,27.0,1559.0,0.5,47.36842105263158,23343.415716939744,3195.2352228624177,86.2,5.710363725315418,1.0,0.891611125491015,23.868260443516764,14.297167690604619,0.1946689242416078,0.15,1.0,1.2514836977955222
180.0,180.0,90.0,3.8,0.0,360.3,55.313,630.0,27.0,27.0,1544.0,0.5,47.36842105263158,23343.415716939744,3195.2352228624177,86.2,5.710363725315418,1.0,0.891611125491015,23.868260443516764,14.297167690604619,0.1946689242416078,0.15,1.0,1.2514836977955222
180.0,180.0,90.0,3.8,0.0,360.3,55.313,630.0,27.0,27.0,1143.0,0.5,47.36842105263158,23343.415716939744,3195.2352228624177,86.2,5.710363725315418,1.0,0.891611125491015,23.868260443516764,14.297167690604619,0.1946689242416078,0.15,1.0,1.2514836977955222
180.0,180.0,90.0,3.8,0.0,360.3,55.313,630.0,27.0,27.0,1113.0,0.5,47.36842105263158,23343.415716939744,3195.2352228624177,86.2,5.710363725315418,1.0,0.891611125491015,23.868260443516764,14.297167690604619,0.1946689242416078,0.15,1.0,1.2514836977955222
180.0,180.0,90.0,3.8,0.0,360.3,55.313,630.0,27.0,27.0,1068.0,0.5,47.36842105263158,23343.415716939744,3195.2352228624177,86.2,5.710363725315418,1.0,0.891611125491015,23.868260443516764,14.297167690604619,0.1946689242416078,0.15,1.0,1.2514836977955222
180.0,180.0,90.0,3.8,0.0,360.3,55.313,630.0,27.0,27.0,1041.0,0.5,47.36842105263158,23343.415716939744,3195.2352228624177,86.2,5.710363725315418,1.0,0.891611125491015,23.868260443516764,14.297167690604619,0.1946689242416078,0.15,1.0,1.2514836977955222
180.0,180.0,90.0,3.8,0.0,360.3,55.313,630.0,27.0,27.0,1412.0,0.5,47.36842105263158,23343.415716939744,3195.2352228624177,86.2,5.710363725315418,1.0,0.891611125491015,23.868260443516764,14.297167690604619,0.1946689242416078,0.15,1.0,1.2514836977955222
180.0,180.0,90.0,3.8,0.0,360.3,55.313,630.0,27.0,27.0,1462.0,0.5,47.36842105263158,23343.415716939744,3195.2352228624177,86.2,5.710363725315418,1.0,0.891611125491015,23.868260443516764,14.297167690604619,0.1946689242416078,0.15,1.0,1.2514836977955222
